Ken,gdpr recital,bdpr recital,similarity
,to approve binding corporate rules pursuant to article 47.,binding corporate rules6;,0.347525629
,"where a transfer could not be based on a provision in article 45 or 46, including the provisions on binding corporate rules, and none of the derogations for a specific situation referred to in the first subparagraph of this paragraph is applicable, a transfer to a third country or an international organisation may take place only if the transfer is not repetitive, concerns only a limited number of data subjects, is necessary for the purposes of compelling legitimate interests pursued by the controller which are not overridden by the interests or rights and freedoms of the data subject, and the controller has assessed all the circumstances surrounding the data transfer and has on the basis of",– international data transfer: transfer of personal data to a foreign country or to an international entity of which the country is a member;,0.346817304
,"contractual clauses between the controller or processor and the controller, processor or the recipient of the personal data in the third country or international organisation; or",– processing agents: the controller and the processor;,0.346515827
,"the board shall be composed of the head of one supervisory authority of each member state and of the european data protection supervisor, or their respective representatives.","§2 the representatives referred to in items i, ii, iii, iv, v and vi of the lead sentence of this article and their alternate shall be appointed by the full representatives of their respective bodies and entities of the public administration.",0.346260011
,"where more than one controller or processor, or both a controller and a processor, are involved in the same processing and where they are, under paragraphs 2 and 3, responsible for any damage caused by processing, each controller or processor shall be held liable for the entire damage in order to ensure effective compensation of the data subject.",§1 in order to ensure the effective compensation to the data subject:,0.345796042
,"in exercising his or her right to data portability pursuant to paragraph 1, the data subject shall have the right to have the personal data transmitted directly from one controller to another, where technically feasible.","– communication by the data subject, including when exercising her/his right to revoke consent, as provided in §5 of art. 8 of this law, subject to the public interest; or",0.344952315
,the lead supervisory authority shall be the sole interlocutor of the controller or processor for the cross-border processing carried out by that controller or processor.,– processing agents: the controller and the processor;,0.34480225
,"where in a member state more than one supervisory authority is responsible for monitoring the application of the provisions pursuant to this regulation, a joint representative shall be appointed in accordance with that member state's law.",- shall be appointed as provided for in the regulation;,0.344357451
,the qualifications and eligibility conditions required to be appointed as member of each supervisory authority;,- shall be appointed as provided for in the regulation;,0.343485799
,"where processing has been restricted under paragraph 1, such personal data shall, with the exception of storage, only be processed with the data subject's consent or for the establishment, exercise or defence of legal claims or for the protection of the rights of another natural or legal person or for reasons of important public interest of the union or of a member state.",– with the consent of the data subject;,0.343084832
,"a decision pursuant to paragraph 5 of this article is without prejudice to transfers of personal data to the third country, a territory or one or more specified sectors within that third country, or the international organisation in question pursuant to articles 46 to 49.",– international data transfer: transfer of personal data to a foreign country or to an international entity of which the country is a member;,0.342798469
,the protection of the data subject or the rights and freedoms of others;,"– when the controller offers and proves guarantees of compliance with the principles and the rights of the data subject and the regime of data protection provided in this law, in the form of:",0.342661988
,the collection of personal data;,§1 data collected in the national territory are considered to be those whose data subject is in the national territory at the time of collection.,0.342234256
,"where the processing for a purpose other than that for which the personal data have been collected is not based on the data subject's consent or on a union or member state law which constitutes a necessary and proportionate measure in a democratic society to safeguard the objectives referred to in article 23(1), the controller shall, in order to ascertain whether processing for another purpose is compatible with the purpose for which the personal data are initially collected, take into account, inter alia:","§1 when processing is based on the controller’s legitimate interest, only the personal data which are strictly necessary for the intended purpose may be processed.",0.341783858
,"non-compliance with an order by the supervisory authority as referred to in article 58(2) shall, in accordance with paragraph 2 of this article, be subject to administrative fines up to 20 000 000 eur, or in the case of an undertaking, up to 4 % of the total worldwide annual turnover of the preceding financial year, whichever is higher.","– simple fine of up to two percent (2%) of a private legal entity’s, group or conglomerate revenues in brazil, for the prior financial year, excluding taxes, up to a total maximum of fifty million reais (r$ 50,000,000.00) per infraction;",0.341588993
,"in addition to adherence by controllers or processors subject to this regulation, codes of conduct approved pursuant to paragraph 5 of this article and having general validity pursuant to paragraph 9 of this article may also be adhered to by controllers or processors that are not subject to this",this article;,0.340953527
,"the performance of the tasks of each supervisory authority shall be free of charge for the data subject and, where applicable, for the data protection officer.","– free access: guarantee to the data subjects of facilitated and free of charge consultation about the form and duration of the processing, as well as about the integrity of their personal data;",0.33989237
,the controller shall provide the information referred to in paragraphs 1 and 2:,– the controller’s contact information;,0.338612167
,the rules and procedures for the appointment of the member or members of each supervisory authority;,"§4 the term of the first members of the board of directors will be of two, three, four, five and six years, as provided for in the appointment.",0.338297
,a public authority or body.,"– national authority: body of the indirect public administration responsible for supervising, implementing and monitoring the compliance with this law.",0.337913697
,a data protection impact assessment referred to in paragraph 1 shall in particular be required in the case of:,"1 the lgpd uses the expression “relatório de impacto” (impact report) instead of “impact assessment”. however, considering that data protection impact assessment is the regular expression in laws of data protection, we chose to translate “relatório de impacto à proteção de dados pessoais” as “data protection impact assessment” (translator’s note).",0.337806582
,"where a type of processing in particular using new technologies, and taking into account the nature, scope, context and purposes of the processing, is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall, prior to the processing, carry out an assessment of the impact of the envisaged processing operations on the protection of personal data. a single assessment may address a set of similar processing operations that present similar high risks.","§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.337782826
,"processing is necessary for reasons of public interest in the area of public health, such as protecting against serious cross-border threats to health or ensuring high standards of quality and safety of health care and of medicinal products or medical devices, on the basis of union or member state law which provides for suitable and specific measures to safeguard the rights and freedoms of the data subject, in particular professional secrecy;","the protection of health, in a procedure carried out by health professionals or by health entities; or",0.337775971
,kept in a form which permits identification of data subjects for no longer than is necessary for the purposes for which the personal data are processed; personal data may be stored for,"§1 when processing is based on the controller’s legitimate interest, only the personal data which are strictly necessary for the intended purpose may be processed.",0.336660783
,member states may further determine the specific conditions for the processing of a national identification number or any other identifier of general application. in that case the national identification number or any other identifier of general application shall be used only under appropriate safeguards for the rights and freedoms of the data subject pursuant to this regulation.,– identification of the controller;,0.336643165
,"if the personal data are to be used for communication with the data subject, at the latest at the time of the first communication to that data subject; or",– with the consent of the data subject;,0.336020178
,the binding corporate rules referred to in paragraph 1 shall specify at least:,binding corporate rules6;,0.335805255
,"processing is necessary for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance with article 89(1) based on union or member state law which shall be proportionate to the aim pursued, respect the essence of the right to data protection and provide for suitable and specific measures to safeguard the fundamental rights and the interests of the data subject.","§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.335324851
,"if a controller or processor intentionally or negligently, for the same or linked processing operations, infringes several provisions of this regulation, the total amount of the administrative fine shall not exceed the amount specified for the gravest infringement.","§4 when calculating the amount of the fine referred to in item ii of the lead sentence of this article, the national authority may consider total revenues of the company or group of companies, when it does not have the amount of revenues from the business activity in which the infraction occurred, defined by the national authority, or when the amount is presented in an incomplete form or is not demonstrated unequivocally and reputably.",0.335183336
,"in addition to the information referred to in paragraph 1, the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject:","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.335032585
,"processing is necessary for reasons of substantial public interest, on the basis of union or member state law which shall be proportionate to the aim pursued, respect the essence of the right to data protection and provide for suitable and specific measures to safeguard the fundamental rights and the interests of the data subject;","§1 processing of personal data as provided in item iii shall be governed by specific legislation, which shall provide proportional and strictly necessary measures for fulfilling the public interest, subject to due legal process, the general principles of protection and the rights of the data subjects as provided in this law.",0.334868233
,"where, in cases referred to in paragraph 1 of this article, the controller is able to demonstrate that it is not in a position to identify the data subject, the controller shall inform the data subject accordingly, if possible. in such cases, articles 15 to 20 shall not apply except where the data subject, for the purpose of exercising his or her rights under those articles, provides additional information enabling his or her identification.","of the changes, in which case the data subject, in those cases where her/his consent is required, may revoke it if she/he disagrees with the change.",0.333969056
,"the provision of such information proves impossible or would involve a disproportionate effort, in particular for processing for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes, subject to the conditions and safeguards referred to in article 89(1) or in so far as the obligation referred to in paragraph 1 of this article is likely to render impossible or seriously impair the achievement of the objectives of that processing. in such cases the controller shall take appropriate measures to protect the data subject's rights and freedoms and legitimate interests, including making the information publicly available;","§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.333949413
,"the prevention, investigation, detection and prosecution of breaches of ethics for regulated professions;",activities of investigation and prosecution of criminal offenses; or,0.33391134
,"in the cases referred to in points (a) and (c) of paragraph 2, the data controller shall implement suitable measures to safeguard the data subject's rights and freedoms and legitimate interests, at least the right to obtain human intervention on the part of the controller, to express his or her point of view and to contest the decision.",§2 the controller shall adopt measures to ensure transparency of data processing based on her/his legitimate interests.,0.333816461
,any other information requested by the supervisory authority.,- data portability of data when requested by the data subject; or,0.331571678
,a group of undertakings may appoint a single data protection officer provided that a data protection officer is easily accessible from each establishment.,data protection.”,0.329341451
,"when assessing whether consent is freely given, utmost account shall be taken of whether, inter alia, the performance of a contract, including the provision of a service, is conditional on consent to the processing of personal data that is not necessary for the performance of that contract.","– when necessary for the execution of a contract or preliminary procedures related to a contract of which the data subject is a party, at the request of the data subject;",0.329256734
,the supervisory authority shall apply the consistency mechanism referred to in article 63 in the cases referred to in paragraph 3 of this article.,"§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.328845762
,"the controller and the processor shall ensure that the data protection officer is involved, properly and in a timely manner, in all issues which relate to the protection of personal data.",data protection.”,0.328820001
,the protection of judicial independence and judicial proceedings;,– the existence of judicial and institutional guarantees for respecting the rights concerning personal data protection; and,0.328220198
,"the supervisory authority referred to, as the case may be, in paragraphs 1 and 2, and the commission of the opinion and make it public.","§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.327369209
,"where a processor engages another processor for carrying out specific processing activities on behalf of the controller, the same data protection obligations as set out in the contract or other legal act between the controller and the processor as referred to in paragraph 3 shall be imposed on that other processor by way of a contract or other legal act under union or member state law, in particular providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that the processing will meet the requirements of this regulation. where that other processor fails to fulfil its data protection obligations, the initial processor shall remain fully liable to the controller for the performance of that other processor's obligations.",– processing agents: the controller and the processor;,0.327305674
,"the lead supervisory authority or, as the case may be, the supervisory authority with which the complaint has been lodged shall adopt its final decision on the basis of the decision referred to in paragraph 1 of this article, without undue delay and at the latest by one month after the board has notified its decision. the lead supervisory authority or, as the case may be, the supervisory authority with which the complaint has been lodged, shall inform the board of the date when its final decision is notified respectively to the controller or the processor and to the data subject. the final decision of the supervisory authorities concerned shall be adopted under the terms of article 60(7), (8) and (9). the final decision shall refer to the decision referred to in paragraph 1 of this article and shall specify that the decision referred to in that paragraph will be published on the website of the board in accordance with paragraph 5 of this article. the final decision shall attach the decision referred to in paragraph 1 of this article.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.327249094
,"in the absence of a decision pursuant to article 45(3), a controller or processor may transfer personal data to a third country or an international organisation only if the controller or processor has provided appropriate safeguards, and on condition that enforceable data subject rights and effective legal remedies for data subjects are available.",– international data transfer: transfer of personal data to a foreign country or to an international entity of which the country is a member;,0.326455505
,"the duties of a member shall end in the event of the expiry of the term of office, resignation or compulsory retirement, in accordance with the law of the member state concerned.","§5 in the event of vacancy of the position during the term of a board of directors’ member, the remaining term shall be completed by the successor. (included by law no. 13,853/2019)",0.32603916
,"where a controller or processor has, in accordance with paragraph 4, paid full compensation for the damage suffered, that controller or processor shall be entitled to claim back from the other controllers or processors involved in the same processing that part of the compensation corresponding to their part of responsibility for the damage, in accordance with the conditions set out in paragraph 2.",of the damage.,0.325255529
,"the measures envisaged to address the risks, including safeguards, security measures and mechanisms to ensure the protection of personal data and to demonstrate compliance with this regulation taking into account the rights and legitimate interests of data subjects and other persons concerned.",– the compliance with the general principles of personal data protection and data subjects’ rights as provided in this law;,0.324876566
,the core activities of the controller or the processor consist of processing on a large scale of special categories of data pursuant to article 9 and personal data relating to criminal convictions and offences referred to in article 10.,§2 data protection officer’s activities consist of:,0.324624697
,"the communication to the data subject referred to in paragraph 1 of this article shall describe in clear and plain language the nature of the personal data breach and contain at least the information and measures referred to in points (b), (c) and (d) of article 33(3).",– the nature of the data;,0.323935176
,the use of electronic means for the internal and external communication;,are integrated into its general governance structure and establish and apply internal and external mechanisms of supervision;,0.323910178
,"the controller shall provide information on action taken on a request under articles 15 to 22 to the data subject without undue delay and in any event within one month of receipt of the request. that period may be extended by two further months where necessary, taking into account the complexity and number of the requests. the controller shall inform the data subject of any such extension within one month of receipt of the request, together with the reasons for the delay. where the data subject makes the request by electronic form means, the information shall be provided by electronic means where possible, unless otherwise requested by the data subject.","– by means of a clear and complete declaration that indicates the origin of the data, the nonexistence of registration, the criteria used and the purpose of the processing, subject to commercial and industrial secrecy, provided within a period of fifteen (15) days as from the date of the data subject’s request.",0.322854924
,(b) of paragraph 2 of this article. the implementing act shall be adopted in accordance with the examination procedure referred to in article 93(2).,this article;,0.322676406
,processing is necessary for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller;,– the processing operation is carried out in the national territory;,0.322423732
,develop international cooperation mechanisms to facilitate the effective enforcement of legislation for the protection of personal data;,"– to ensure the protection of personal data, as provided in legislation;",0.322391944
,the controller shall consult the supervisory authority prior to processing where a data protection impact assessment under article 35 indicates that the processing would result in a high risk in the absence of measures taken by the controller to mitigate the risk.,"– to amend regulations and procedures on the protection of personal data and privacy, as well as on data protection impact assessment reports in cases in which the processing represents a high risk to the guarantee of the general principles of personal data protection foreseen in this law;",0.320939343
,processing is necessary in order to protect the vital interests of the data subject or of another natural person;,– when the transfer is necessary to protect the life or physical safety of the data subject or of a third party;,0.320101578
,data subjects may contact the data protection officer with regard to all issues related to processing of their personal data and to the exercise of their rights under this regulation.,– the compliance with the general principles of personal data protection and data subjects’ rights as provided in this law;,0.319664365
,"‘consent’ of the data subject means any freely given, specific, informed and unambiguous indication of the data subject's wishes by which he or she, by a statement or by a clear affirmative action, signifies agreement to the processing of personal data relating to him or her;","– consent: free, informed and unambiguous manifestation whereby the data subject agrees to her/his processing of personal data for a given purpose;",0.319649262
,"‘controller’ means the natural or legal person, public authority, agency or other body which, alone or jointly with others, determines the purposes and means of the processing of personal data; where the purposes and means of such processing are determined by union or member state law, the controller or the specific criteria for its nomination may be provided for by union or member state law;","§4 for purposes of this article, pseudonymization is the processing by means of which",0.319606986
,personal data shall be:,§1 personal data shall be stored in a format that facilitates the exercise of the right to,0.319580071
,member states shall provide for each member of their supervisory authorities to be appointed by means of a transparent procedure by:,- shall be appointed as provided for in the regulation;,0.319165675
,the public interest referred to in point (d) of the first subparagraph of paragraph 1 shall be recognised in union law or in the law of the member state to which the controller is subject.,"§2 processing of the data referred to in item iii of the lead sentence of this article is forbidden for legal entity of private law, except in procedures under the authority of legal entity of public law, of which the national authority shall be specifically informed and which shall observe the limitation imposed in §4 of this article.",0.318879104
,"the context in which the personal data have been collected, in particular regarding the relationship between data subjects and the controller;","x – permanent deletion of personal data that has been provided to an internet application, upon request, at the termination of the relationship between the parties, except in the situations in which storage of records is obligatory, as provided in this law and in that",0.31843554
,the controller or processor shall document the assessment as well as the suitable safeguards referred to in the second subparagraph of paragraph 1 of this article in the records referred to in article 30.,§2 the assessment of the transformation referred in the §1 of this article shall occur,0.31804241
,the categories of processing carried out on behalf of each controller;,– the way in which the processing was carried out;,0.317968509
,"if the purposes for which a controller processes personal data do not or do no longer require the identification of a data subject by the controller, the controller shall not be obliged to maintain, acquire or process additional information in order to identify the data subject for the sole purpose of complying with this regulation.",– identification of the controller;,0.317113013
,"the controller and the processor and, where applicable, their representatives, shall cooperate, on request, with the supervisory authority in the performance of its tasks.","§2 the representatives referred to in items i, ii, iii, iv, v and vi of the lead sentence of this article and their alternate shall be appointed by the full representatives of their respective bodies and entities of the public administration.",0.316573765
,"processes the personal data only on documented instructions from the controller, including with regard to transfers of personal data to a third country or an international organisation, unless required to do so by union or member state law to which the processor is subject; in such a case, the processor shall inform the controller of that legal requirement before processing, unless that law prohibits such information on important grounds of public interest;",– processor: natural person or legal entity of either public or private law that processes personal data in the name of the controller;,0.315798095
,"where the processing is based on point (a) of article 6(1) or point (a) of article 9(2), the existence of the right to withdraw consent at any time, without affecting the lawfulness of processing based on consent before its withdrawal;",– with the consent of the data subject;,0.315672334
,"in the cases referred to in paragraph 2 of this article, the supervisory authority shall inform the lead supervisory authority without delay on that matter. within a period of three weeks after being informed the lead supervisory authority shall decide whether or not it will handle the case in accordance with the procedure provided in article 60, taking into account whether or not there is an establishment of the controller or processor in the member state of which the supervisory authority informed it.","§2 processing of the data referred to in item iii of the lead sentence of this article is forbidden for legal entity of private law, except in procedures under the authority of legal entity of public law, of which the national authority shall be specifically informed and which shall observe the limitation imposed in §4 of this article.",0.315412139
,"after being notified of the decision of the lead supervisory authority pursuant to paragraphs 7 and 9, the controller or processor shall take the necessary measures to ensure compliance with the decision as regards processing activities in the context of all its establishments in the union. the controller or processor shall notify the measures taken for complying with the decision to the lead supervisory authority, which shall inform the other supervisory authorities concerned.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.314177917
,"processing for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes, shall be subject to appropriate safeguards, in accordance with this regulation, for the rights and freedoms of the data subject. those safeguards shall ensure that technical and organisational measures are in place in particular in order to ensure respect for the principle of data minimisation. those measures may include pseudonymisation provided that those purposes can be fulfilled in that manner. where those purposes can be fulfilled by further processing which does not permit or no longer permits the identification of data subjects, those purposes shall be fulfilled in that manner.","§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.313827689
,assists the controller in ensuring compliance with the obligations pursuant to articles 32 to 36 taking into account the nature of processing and the information available to the processor;,– the nature of the data;,0.313525789
,"without prejudice to any other administrative or judicial remedy, every data subject shall have the right to lodge a complaint with a supervisory authority, in particular in the member state of his or her habitual residence, place of work or place of the alleged infringement if the data subject considers that the processing of personal data relating to him or her infringes this regulation.","– protection of data subject’s regular exercise of her/his rights or provision of services that benefit her/him, subject to her/his legitimate expectations and fundamental rights and freedoms, in accordance with this law.",0.313387264
,"the degree of cooperation with the supervisory authority, in order to remedy the infringement and mitigate the possible adverse effects of the infringement;",– measures to reverse or mitigate the effects of the incident.,0.313051204
,"the application of the general data protection principles, in particular purpose limitation, data minimisation, limited storage periods, data quality, data protection by design and by default, legal basis for processing, processing of special categories of personal data, measures to ensure data security, and the requirements in respect of onward transfers to bodies not bound by the binding corporate rules;",data protection.”,0.311864746
,"‘genetic data’ means personal data relating to the inherited or acquired genetic characteristics of a natural person which give unique information about the physiology or the health of that natural person and which result, in particular, from an analysis of a biological sample from the natural person in question;",– personal data: information regarding an identified or identifiable natural person;,0.31181585
,"the commission shall publish in the official journal of the european union and on its website a list of the third countries, territories and specified sectors within a third country and international organisations for which it has decided that an adequate level of protection is or is no longer ensured.",- to countries or international organizations that provide a level of protection of personal data that is adequate to the provisions of this law;,0.311654843
,"the rule of law, respect for human rights and fundamental freedoms, relevant legislation, both general and sectoral, including concerning public security, defence, national security and criminal law and the access of public authorities to personal data, as well as the implementation of such legislation, data protection rules, professional rules and security measures, including rules for the onward transfer of personal data to another third country or international organisation which are complied with in that country or international organisation, case-law, as well as effective and enforceable data subject rights and effective",– the compliance with the general principles of personal data protection and data subjects’ rights as provided in this law;,0.310899505
,"the member states, the supervisory authorities, the board and the commission shall encourage the drawing up of codes of conduct intended to contribute to the proper application of this regulation, taking account of the specific features of the various processing sectors and the specific needs of micro, small and medium-sized enterprises.",– the specific purpose of the processing;,0.310863398
,each supervisory authority shall be competent for the performance of the tasks assigned to and the exercise of the powers conferred on it in accordance with this regulation on the territory of its own member state.,"§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.31072856
,"this regulation applies to the processing of personal data in the context of the activities of an establishment of a controller or a processor in the union, regardless of whether the processing takes place in the union or not.","– adequacy: compatibility of the processing with the purposes communicated to the data subject, in accordance with the context of the processing;",0.31051089
,a systematic monitoring of a publicly accessible area on a large scale.,"– in cases in which the data are publicly accessible, subject to the provisions of this",0.310006197
,"the data protection officer shall in the performance of his or her tasks have due regard to the risk associated with processing operations, taking into account the nature, scope, context and purposes of processing.",– the nature of the data;,0.309771726
,encourage the drawing-up of codes of conduct and the establishment of data protection certification mechanisms and data protection seals and marks pursuant to articles 40 and 42;,data protection.”,0.309510894
,processing is necessary for the purposes of carrying out the obligations and exercising specific rights of the controller or of the data subject in the field of employment and social security and social protection law in so far as it is authorised by union or member state law or a collective agreement pursuant to member state law providing for appropriate safeguards for the fundamental rights and the interests of the data subject;,"§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.308647258
,the measures and procedures referred to in articles 24 and 25 and the measures to ensure security of processing referred to in article 32;,– the adoption of security measures as provided in regulation;,0.308497768
,"in order to ensure the correct and consistent application of this regulation in individual cases, the board shall adopt a binding decision in the following cases:","– in cases in which the data are publicly accessible, subject to the provisions of this",0.308263934
,"the information provided to, and the protection of, children, and the manner in which the consent of the holders of parental responsibility over children is to be obtained;",§1 the processing of children’s personal data shall be done with specific and highlighted consent given by at least one of the parents or the legal representative.,0.308101597
,"the processor shall not engage another processor without prior specific or general written authorisation of the controller. in the case of general written authorisation, the processor shall inform the controller of any intended changes concerning the addition or replacement of other processors, thereby giving the controller the opportunity to object to such changes.","§2 in the situation when consent is required, if there are changes in the purpose of the processing of personal data that are not compatible with the original consent, the controller shall previously inform the data subject of the changes of purpose, and the data subject may revoke her/his consent if she/he disagrees with the changes.",0.307494665
,"to ensure the timely performance of the tasks of the board, in particular in relation to the consistency mechanism referred to in article 63.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.306698016
,"processing which is occasional, does not include, on a large scale, processing of special categories of data as referred to in article 9(1) or processing of personal data relating to criminal convictions and offences referred to in article 10, and is unlikely to result in a risk to the rights and freedoms of natural persons, taking into account the nature, context, scope and purposes of the processing; or","§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.306527463
,fulfil any other tasks related to the protection of personal data.,data protection.”,0.305697328
,"where processing referred to in paragraphs 2 and 3 serves at the same time another purpose, the derogations shall apply only to processing for the purposes referred to in those paragraphs.","§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.305560257
,"the data subject withdraws consent on which the processing is based according to point (a) of article 6(1), or point (a) of article 9(2), and where there is no other legal ground for the processing;","§2 the data subject may oppose the processing carried out based on one of the situations of waiver of consent, if there is noncompliance with the provisions of this law.",0.305457499
,"where processing pursuant to point (c) or (e) of article 6(1) has a legal basis in union law or in the law of the member state to which the controller is subject, that law regulates the specific processing operation or set of operations in question, and a data protection impact assessment has already been carried out as part of a general impact assessment in the context of the adoption of that legal basis, paragraphs 1 to 7 shall not apply unless member states deem it to be necessary to carry out such an assessment prior to processing activities.","– to amend regulations and procedures on the protection of personal data and privacy, as well as on data protection impact assessment reports in cases in which the processing represents a high risk to the guarantee of the general principles of personal data protection foreseen in this law;",0.305445269
,personal data in official documents held by a public authority or a public body or a private body for the performance of a task carried out in the public interest may be disclosed by the authority or body in accordance with union or member state law to which the public authority or body is subject in order to reconcile public access to official documents with the right to the protection of personal data pursuant to this regulation.,"- research body: body or entity from the direct or indirect public administration or nonprofit legal entity of private law, legally organized under the brazilian law, with headquarters and jurisdiction in the country. this body or entity includes in its institutional mission, in its corporate or statutory purposes basic or applied research of historical, scientific, technological or statistical nature; and (new wording given by law no. 13,853/2019)",0.30542437
,"the period for which the personal data will be stored, or if that is not possible, the criteria used to determine that period;",– end of the processing period;,0.305388542
,"where personal data are processed for scientific or historical research purposes or statistical purposes pursuant to article 89(1), the data subject, on grounds relating to his or her particular situation, shall have the right to object to processing of personal data concerning him or her, unless the processing is necessary for the performance of a task carried out for reasons of public interest.","§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.305186445
,the controller and the processor shall designate a data protection officer in any case where:,"- data protection officer: person named by the controller and processor to act as a channel of communication between the controller, the subjects of such data and the national data protection authority (anpd); (new wording given by law no. 13,853/2019)",0.304920696
,"where the supervisory authority concerned informs the chair of the board within the period referred to in paragraph 7 of this article that it does not intend to follow the opinion of the board, in whole or in part, providing the relevant grounds, article 65(1) shall apply.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.30484155
,"where the supervisory authority is of the opinion that the intended processing referred to in paragraph 1 would infringe this regulation, in particular where the controller has insufficiently identified or mitigated the risk, the supervisory authority shall, within period of up to eight weeks of receipt of the request for consultation, provide written advice to the controller and, where applicable to the processor, and may use any of its powers referred to in article 58. that period may be extended by six weeks, taking into account the complexity of the intended processing. the supervisory authority shall inform the controller and, where applicable, the processor, of any such extension within one month of receipt of the request for consultation together with the reasons for the delay. those periods may be suspended until the supervisory authority has obtained information it has requested for the purposes of the consultation.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.304006477
